rank,protein_hash,protein_name,protein_accession,protein_length_aa,complex_count,source_count,NPInter 主表,NPInter binding-site,NPInter miRNA,RCSB PDB
1310,e3203b8ce32a5e35f42af2f50a8f2012fc3a56062467832072dcecf88d0ebb2e,6E9F_chain_A,6E9F:A,954,1,1,0,0,0,1
1311,b71b1ca7fb5a951017cbd1e2bf8f1d54a8d685354bfeb677e05b2042841a29f3,6F4G_chain_A,6F4G:A,176,1,1,0,0,0,1
1312,fe496188710bd547cf9347ef765cdefc42e52d50e4c1352b2ca620458bc20c83,6F5O_chain_A,6F5O:A,727,1,1,0,0,0,1
1313,592475359db34b951db568d12a2c5bd4f05a1db1a9a5bc0b2c94b6dc39bd4c81,6F5O_chain_C,6F5O:C,770,1,1,0,0,0,1
1314,fd0915989c69b4627d6293522e98768a359d81e65127d9697f99b1e2a4c4dd36,6FEC_chain_WA,6FEC:WA,636,1,1,0,0,0,1
1315,318b16ceee040c6e43abf9479806e183d930117bc13fecf5c9bacef8aabaf376,6FPX_chain_A,6FPX:A,192,1,1,0,0,0,1
1316,cd3310f9a202a511a895e67178afd387eb10819fbe3b361e8d74e96debec0f2f,6FSZ_chain_B,6FSZ:B,303,1,1,0,0,0,1
1317,242e3e6e5e7792f3f3387696bc57c6ecff4ba2de32407cb29e413faa2df76e05,6FSZ_chain_G,6FSZ:G,250,1,1,0,0,0,1
1318,028840a0908480a1a42cf76fd0c562a7ba8003cdb7fbdbd43ef91b6dc68c435a,6FSZ_chain_J,6FSZ:J,301,1,1,0,0,0,1
1319,ea029c73cfdc9356db0455f05a955648cfdfc77a7372daf1290c6c4c0c244443,6FSZ_chain_N,6FSZ:N,1073,1,1,0,0,0,1
1320,a760fd00efb02b21cce312a5807f02c218d06ed95d8d801f3deb81b3c99174ee,6FT6_chain_AB,6FT6:AB,120,1,1,0,0,0,1
1321,9b034068144dc1c8f367dcc1d0940877c694565a6c15b2ee590634a8d512edac,6FT6_chain_BA,6FT6:BA,647,1,1,0,0,0,1
1322,a45e00aee543285b0f561189c67093f5da700dd6f99fbb2678e1d6434ffb42fe,6FT6_chain_DB,6FT6:DB,1011,1,1,0,0,0,1
1323,225a7b4fc2dd37dfb62bd8acfa86a735b1f1090ea91906bfb852d23330da7146,6FT6_chain_SA,6FT6:SA,344,1,1,0,0,0,1
1324,6636aa60569cd6abbfa824936b0c13e3916cd6b9bf796017994ff73afe1d1561,6FT6_chain_ZA,6FT6:ZA,593,1,1,0,0,0,1
1325,b845c8f0b5a83bee9016caeb167e4f4801439c3beca39e812ca1fb900b2111c5,6FUW_chain_B,6FUW:B,413,1,1,0,0,0,1
1326,841379c76562e44d01ea4e7399a09453ab17fed81b53e48239ae19aa19829a62,6FUW_chain_C,6FUW:C,178,1,1,0,0,0,1
1327,0645362bbfe056a56877c97cff3efb50b0c4a962d7c8500b0d40b60493489a68,6FYX_chain_QA,6FYX:QA,964,1,1,0,0,0,1
1328,58e652415e355ca2b5156cea3881d4245318fd86d18bed98444a48cc654ae797,6G1S_chain_A,6G1S:A,693,1,1,0,0,0,1
1329,211afacee55b2d2916c79e7cca856c3e245670b85e4801a7f40c678b7b8c2019,6G3B_chain_A,6G3B:A,238,1,1,0,0,0,1
1330,7859edfab4becee32f12bd885c2bcf45f42be8f24de2f5eb0c27ad9cb728b52c,6G63_chain_A,6G63:A,510,1,1,0,0,0,1
1331,2c854f273aa354279f3f1288ee26e3e8704ac0ca610bda9cb2d0cb25906493d5,6GBM_chain_A,6GBM:A,102,1,1,0,0,0,1
1332,7444005f24629074051b8d13301515e06e8d7381fb382e4a5219e370b8897264,6GC5_chain_A,6GC5:A,90,1,1,0,0,0,1
1333,10b4dd65126ed771b63ef0b55ce0eb97522545e5e22c3944c19247e3158c2ae0,6GD2_chain_A,6GD2:A,87,1,1,0,0,0,1
1334,08d623264db041d67fa9460c188f095e4445fdd284a7a5df655e8a5444ef8186,6GPG_chain_C,6GPG:C,714,1,1,0,0,0,1
1335,5c1825e345c995c921a479a368a1c24101e46efcf9a0d4ea8232932c3edec1dd,6H25_chain_J,6H25:J,962,1,1,0,0,0,1
1336,dc9cf045d5d256ca997fac2a8c71d8cad33da02a4930b385e4fd8d43630e94f4,6HAK_chain_B,6HAK:B,444,1,1,0,0,0,1
1337,acf742c58150354fc90e82d977ac96c368e27629fadbc578bdbe376fd5baf9f2,6HAU_chain_A,6HAU:A,273,1,1,0,0,0,1
1338,5d9c99f00b99f300694cbb5d0614f854e18323efcb0f581c0662414d9fd3c9db,6HCT_chain_C,6HCT:C,117,1,1,0,0,0,1
1339,1ed82ab2172cad4a6c1234d48ca73279059e9d4306bea700533cfc2f36a35984,6HTU_chain_C,6HTU:C,182,1,1,0,0,0,1
1340,74e33f1ee1c2c21950f4bbf8f85b516504b230a19f6db61f0c101198f5e1c937,6I3P_chain_A,6I3P:A,677,1,1,0,0,0,1
1341,39a246662c25c19527a0b96ae4c383406d28bb2f47fcdb4ffbc284133bd490b1,6IFN_chain_A,6IFN:A,758,1,1,0,0,0,1
1342,16a89f9e468903c0bc5c31ea3d70eaa1ba03b5fe857e4631f3d7e68d8dd76d73,6IFO_chain_A,6IFO:A,1369,1,1,0,0,0,1
1343,ea362b81a1b981ec8db57e40995154d4dfdaedb66ea1e42d39cfeb8226d6e594,6IFU_chain_A,6IFU:A,758,1,1,0,0,0,1
1344,6fbfba298954ca67abd5ce7cc014a7b3043ee74b4a9ee03fdca2161f2838b6f5,6IQW_chain_C,6IQW:C,290,1,1,0,0,0,1
1345,3f40a71ca1f17a58e37ed1092873437692fdeba75adf4bec6aa9ca18d3064676,6IQW_chain_F,6IQW:F,397,1,1,0,0,0,1
1346,85b4743da325ca26a29c56628244842d1ccf235114bc0440c0489be7086ac4da,6IV8_chain_A,6IV8:A,986,1,1,0,0,0,1
1347,99c73de3bb0f98e15f42951433868a0aab74daa683a66ebff075bcccd5013853,6IV9_chain_A,6IV9:A,930,1,1,0,0,0,1
1348,9487d1162d19d6ef1c9af767a75859058caca7e92048eb0f7f2efdbd87bbf42b,6JOO_chain_A,6JOO:A,957,1,1,0,0,0,1
1349,bd486a67d03013343458158805f50143c23a771f10e8bb53619ebe26e01f404b,6JVX_chain_A,6JVX:A,128,1,1,0,0,0,1
1350,d45064b5c6bfa0562e63ce1745cd9091af158e1ea708d277b98fbe5b5f7ede2f,6K4P_chain_D,6K4P:D,1368,1,1,0,0,0,1
1351,007caf24dcd7f96c5fd37de28f08f9979c0a795def1a8efefc8c7bc5c7b9d67d,6KWQ_chain_A,6KWQ:A,468,1,1,0,0,0,1
1352,e076a0d48cce8f22a08a8065c0d5a61c6b87f8fe4de29626f9e0237faafe8a51,6KYV_chain_B,6KYV:B,684,1,1,0,0,0,1
1353,815ddd7a292cb14f2a9565be3a174f22ba2c79a097def123498420294f5c4f36,6L5N_chain_A,6L5N:A,385,1,1,0,0,0,1
1354,758bc1e280e2127edd9249868b42089efb255b1b9875060c8eb2eb04c26bc385,6LAS_chain_D,6LAS:D,101,1,1,0,0,0,1
1355,c0fc5adf437ac83c5f00bfaa5a9503e17c3c718a5b41f65f26635a94c213f803,6LAZ_chain_E,6LAZ:E,93,1,1,0,0,0,1
1356,7822e8b948a182fbbad60c3cbdd96d31998aff3ca41c70798420e688aac2e742,6LNB_chain_A,6LNB:A,354,1,1,0,0,0,1
1357,f598ca16de3b1a3a54dc5b7cff4e30ada053e4d07cc935f2ebbc14a28842dfdb,6LNB_chain_H,6LNB:H,199,1,1,0,0,0,1
1358,2185498049aa68fb99db935ae2e12ffb2410048db34a3bbedd7f1f6066f3d9cf,6LT7_chain_A,6LT7:A,145,1,1,0,0,0,1
1359,1692455d4da4736aceff5120ea6cb4ce1739aab25d4fe89322a6ace05ae3e62b,6LT7_chain_B,6LT7:B,204,1,1,0,0,0,1
1360,2697fd1ed5423d05c7a20106babbd5310ba8f377c3f4be5dc81121c27f9063de,6LTR_chain_A,6LTR:A,1055,1,1,0,0,0,1
1361,1501e4683573af0afbc079cae84ee91f67bcb714e4c41d62c2c7989867f6283e,6LTU_chain_A,6LTU:A,1055,1,1,0,0,0,1
1362,42f2e105bdf14dad952aef4adf6793318a891b327b7ccd466b53d05d561ad2d1,6LVR_chain_A,6LVR:A,208,1,1,0,0,0,1
1363,fb9f919ae4629f5dfd9c2100ede8c096c91edb03e14bb50f23c77d3ec629284a,6LXD_chain_A,6LXD:A,990,1,1,0,0,0,1
1364,f998f3e1287f3b4b01a6c2c6b58bf42a26cc155dc0210e57c5fc72640cd7fb5b,6M0V_chain_D,6M0V:D,1122,1,1,0,0,0,1
1365,0d8c162dacdf40f625a4f9694c45197ca869668139ed76d5990fbd5d0f8ceed6,6M6R_chain_B,6M6R:B,170,1,1,0,0,0,1
1366,bc127c391abd57fd2422f829df3c8106108bf9a9a3409e34c282ff3f5391d906,6MCB_chain_B,6MCB:B,1368,1,1,0,0,0,1
1367,92fee29b3e4e021dfaa904f68f2d76b588b5f0a930d3ea48857ed2efbc250bb9,6MCC_chain_C,6MCC:C,130,1,1,0,0,0,1
1368,4070a7c4d3ecbeb3a03d2037eceb69f1fdd919645aaf328d7985cdd23133d7b2,6MUR_chain_A,6MUR:A,791,1,1,0,0,0,1
1369,3c76692cd76785b092ad479963ab57ead46631f97f635622fa02676a44d5880a,6MUR_chain_B,6MUR:B,187,1,1,0,0,0,1
1370,de7930cf6244841ce0216180725db072895b6ce48a35b9f55bd27c6bf2746cf9,6MUR_chain_H,6MUR:H,403,1,1,0,0,0,1
1371,9cdf018200f92efae194839a0b15cb35c0d37a7534d3d0edaf49e431b14ae57c,6NE0_chain_I,6NE0:I,189,1,1,0,0,0,1
1372,e10105a6129c6a2928be361b323283b432329a873716596349eaa3c4292e9522,6NUD_chain_A,6NUD:A,121,1,1,0,0,0,1
1373,cea296334638ab3ec2f6f059041d35b895b6021de0843f5c318bdc26a61daf0c,6NUD_chain_D,6NUD:D,299,1,1,0,0,0,1
1374,4ff359e6c5ef690b57bf054a0962514a28564c71b097e4342aabe622c46dd40a,6NUD_chain_H,6NUD:H,220,1,1,0,0,0,1
1375,54524199e60fe032ca9de384cfd45afd10e68150f1093c259a3d7de09f77b3cb,6NUE_chain_D,6NUE:D,220,1,1,0,0,0,1
1376,03936108d2e3f57d8aa038aa7c75a8cc3ad12d092e29ed78d786cc1ee7b00319,6NY5_chain_A,6NY5:A,389,1,1,0,0,0,1
1377,b460d97b16a3a1a7bccdc6c618470029b5e20af6f4f6c0588b36d27a5722b17b,6O0Y_chain_A,6O0Y:A,1372,1,1,0,0,0,1
1378,a9af699db1eb9d4d2709a41ecac17bad39d861eee0b69fb8a18228db0f11d1f1,6O16_chain_A,6O16:A,975,1,1,0,0,0,1
1379,3285d55e3203a02e2862e20010e8c90736e2a40e9beab4d82efcefbcf7c671ce,6O1K_chain_C,6O1K:C,67,1,1,0,0,0,1
1380,d8e9d3dae718d96e8fdbfff03893606d37f13555b8587f40a61e55da005425f2,6O5F_chain_A,6O5F:A,476,1,1,0,0,0,1
1381,d359ecd3d1f2ee4394f1e2fece294c3cb112aa9498797b875f43b67e668d60de,6O75_chain_A,6O75:A,791,1,1,0,0,0,1
1382,e5742a10c5d92817cc6bf56cc628c573c6c75ed06955781da6a7d3f5d03a7a3c,6O7H_chain_B,6O7H:B,188,1,1,0,0,0,1
1383,0995a8b19348ba077a0fe4217e3649734ae51e8dd84ee0847f36023003bcc7fd,6O7H_chain_C,6O7H:C,292,1,1,0,0,0,1
1384,9789b81f3e4539918142632b41262fa878759a9cf9631ddde33d8e34bac43d00,6OGZ_chain_D,6OGZ:D,887,1,1,0,0,0,1
1385,0c49b2ae49c386514575af00825ea6b32448e10f48b6d9f2bbf60c66aa222405,6OON_chain_A,6OON:A,863,1,1,0,0,0,1
1386,fb0b4a2e6648490d258b2d53cc38636982b8ada91e0784c1789292cb7253de83,6OZP_chain_A,6OZP:A,245,1,1,0,0,0,1
1387,9f23ee32adc8e2e9bac55ad2ebaae125f74ee983f7adc104b7b378fd41457c58,6OZS_chain_A,6OZS:A,247,1,1,0,0,0,1
1388,56b38f8014e30fca70e6e4657a046a13834d47aff65de8ffd43a1fdf2f1e1fa0,6P71_chain_F,6P71:F,423,1,1,0,0,0,1
1389,09bb1200518321eb9b457d4ca92e2cd60f11e052d06018c998ac2ad5ed2bf24e,6PIF_chain_A,6PIF:A,350,1,1,0,0,0,1
1390,c44441274210f44f394b33000bc11ed9caa279eaf64d91d31ef2d1d664fa9062,6PIF_chain_G,6PIF:G,521,1,1,0,0,0,1
1391,265357e2a252e07a3b7ac76bc7c65f780c7c493e11c3e7bb7ba1a0f3b78790fb,6PIF_chain_H,6PIF:H,198,1,1,0,0,0,1
1392,9931fa4f2236efdbe81f8c2f86a939a4b9b15d28734b5f5c3ba0a94afe52a496,6PIF_chain_I,6PIF:I,358,1,1,0,0,0,1
1393,34cfd7550852d5b4381414e2fb1cf49c5c6914393ce1ba108d248a74d927f6b6,6PIF_chain_J,6PIF:J,369,1,1,0,0,0,1
1394,6bfe5da672648860c4553adac34c9f32436200e41e99633674a975990635ab4c,6PIG_chain_B,6PIG:B,343,1,1,0,0,0,1
1395,b97811cf2ff018c2961625ac12e9d57cf856c3c7e340a68ff563ddc4149a105b,6PIG_chain_H,6PIG:H,511,1,1,0,0,0,1
1396,e340da95a8eef34f54dc0f162a29aaba7a10ecb534dabe6f0b48b1908fcafa01,6PIG_chain_I,6PIG:I,198,1,1,0,0,0,1
1397,3edd0c1b08ea8870a49e6c24dab2db744601a3ad2cd8a4b16604d0460f9cb4ec,6PIG_chain_K,6PIG:K,369,1,1,0,0,0,1
1398,6c433ba99a4f30e918987f678963f538ca2da3797521c65ae59895c82b45a497,6PIJ_chain_A,6PIJ:A,351,1,1,0,0,0,1
1399,229b882232817aa9b8ded175edd52c85989350c5590f073db485ed3855f9a28e,6PIJ_chain_H,6PIJ:H,197,1,1,0,0,0,1
1400,ebc3d680ef96b0cfc01dacbf9a007f0eda2872c37eff07de9c83fabd98c339a5,6PPK_chain_L,6PPK:L,120,1,1,0,0,0,1
1401,df9beaded7a6356bbd47a11a12b7ba0fa15208bfadbb9611305c36efe8e33e9e,6PPK_chain_T,6PPK:T,59,1,1,0,0,0,1
1402,9d7bd61a0fea095cb8a1d21f6a15917d6c4a15ec0233dce2a6dcf2775979cceb,6QIC_chain_A,6QIC:A,677,1,1,0,0,0,1
1403,1ce336cd8a6b78056678d4ef8daddc6f73f10d7a1b82a53339fe078139c1ba3f,6QWL_chain_A,6QWL:A,726,1,1,0,0,0,1
1404,20c32903ae5e45a56cd7e9c0e40bf30767883c885b4d52d7e2fa9bf880ddd817,6QWL_chain_B,6QWL:B,752,1,1,0,0,0,1
1405,e143a3d757551c7dcc7543aa5c65374475c867a03f6af3e03cf117eebb2d4843,6QX3_chain_F,6QX3:F,762,1,1,0,0,0,1
1406,e464c375472b428c15ed9bb654a40cbedc57b0963b1a93f35a1d0550c3ef642d,6R5K_chain_A,6R5K:A,1115,1,1,0,0,0,1
1407,6de83d7be809a5aece37a2abc1974f03616b5230d0e712de1d7589caa170e2fe,6R5K_chain_B,6R5K:B,581,1,1,0,0,0,1
1408,ff3d2f8716c9241d7a540b68ac5ced4c5c8e23b383485be61bd5bb686b4b02ba,6R5K_chain_G,6R5K:G,689,1,1,0,0,0,1
1409,122c9173e4f3ea102491fe75a91010c31ce000b6a7443b4aa0124471bba75628,6R7G_chain_A,6R7G:A,209,1,1,0,0,0,1
1410,443188ce2369a3007bb4222fc6e9280d99c301d8915d3edf223a7af21247795c,6RFL_chain_E,6RFL:E,795,1,1,0,0,0,1
1411,35e46350c91091f54a0c665ef16071f60ba684ef69de3ef568fdc80c7db25971,6RFL_chain_J,6RFL:J,710,1,1,0,0,0,1
1412,cf6f9e16ff722fc688d14b7a63a3cec51c4ad32e8473f04ac8451ad638c63e9a,6RFL_chain_N,6RFL:N,631,1,1,0,0,0,1
1413,ad3f208cecf6469d3b13fef96347bab180b1fdec00da0c49bf832cf605550b4d,6RIE_chain_J,6RIE:J,844,1,1,0,0,0,1
1414,be259bb000ca61da3c17d929dd324ff91c670b1b99b2e3b895ae26db7e3d3abd,6RJ9_chain_A,6RJ9:A,183,1,1,0,0,0,1
1415,9a29ecba8dbf5ae4324d50d69443f9a63fdd8f109fa03a237ca96c6aacbbc17a,6RJ9_chain_C,6RJ9:C,1121,1,1,0,0,0,1
1416,2dae8963b7ad44bc235eaba59a38ca3961773091b0b578006e23609dd9a78fd3,6RR7_chain_C,6RR7:C,765,1,1,0,0,0,1
1417,c87df3853f07f598ca6fad21c967cd546852b054327a6d3520bf34d2f4dadce4,6RTI_chain_A,6RTI:A,707,1,1,0,0,0,1
1418,3071a3ffec5dd95e7e569f0e1f684269d9903c8d93a8b673a8f6e5a3599b15dd,6S6B_chain_D,6S6B:D,286,1,1,0,0,0,1
1419,0851db6a1f84e770675d62fa7ec8485f84c3c93dd5bc4e21d95778c78f533118,6S8B_chain_A,6S8B:A,155,1,1,0,0,0,1
1420,5af6c2a999ad8d65d2d3743cf8f5fe560d51c63880e28818b907580f988aa974,6S8B_chain_D,6S8B:D,286,1,1,0,0,0,1
1421,df438c2fe190f8e5505244cced680172c183852f16b6818038282839632a0ecd,6SDW_chain_A,6SDW:A,177,1,1,0,0,0,1
1422,5df939523c3a2529f0bc34077b31760be34920c5299de2e66c6a3b4180f73b0c,6SDY_chain_A,6SDY:A,74,1,1,0,0,0,1
1423,2b9075c8ffa116e5cf407a0321d949ce03753d22e5272a8eb79f8d8dbe7b6ef1,6SG9_chain_B,6SG9:B,326,1,1,0,0,0,1
1424,1f898eedb0bfc8cdddc8034bc414d82b54c0639245957b75fe68197ebc0d9cf4,6SG9_chain_CA,6SG9:CA,1041,1,1,0,0,0,1
1425,5f12b234485fddfbca2f1fa6922bfaa0832d793de41dd98634660671dceadc81,6SG9_chain_D,6SG9:D,362,1,1,0,0,0,1
1426,a59e8a51efba3c395fc9a8be593f51c9f50a0d5646121829ffc7b32ad7cca4a8,6SG9_chain_F,6SG9:F,171,1,1,0,0,0,1
1427,c7fc6f1752f1549a26316bc2b34e57c7b6d4fb46fb0ad2de9c76e0fa47b63af3,6SGA_chain_A,6SGA:A,435,1,1,0,0,0,1
1428,3563cee9fa3a77c665c485067652e19abec78b1bc32c3ac028c08265e5f7f5f0,6SGA_chain_AA,6SGA:AA,679,1,1,0,0,0,1
1429,88d1c39b666933cca25efead50f51da19cdd9a9550bcd223fd6794b99914dbcc,6SGA_chain_B,6SGA:B,160,1,1,0,0,0,1
1430,95c7c9606d2a66e128418b716ceda557d9d3dba9567a2f553d665df1e72685d9,6SGA_chain_BA,6SGA:BA,726,1,1,0,0,0,1
1431,e820060e11f209259d491214c8c50ed98b96c967d03a7c6cf6661da1855c69f8,6SGA_chain_C,6SGA:C,282,1,1,0,0,0,1
1432,fdae9b0085c90f882418bd6fa042ba809bf8fa9afd4c35242d1f17e369e785b9,6SGA_chain_CA,6SGA:CA,608,1,1,0,0,0,1
1433,9e572a457711a91a03d9aad820ad14f5bd222afb87bf0263c963092c2ea0272e,6SGA_chain_E,6SGA:E,429,1,1,0,0,0,1
1434,aa12948ea26d88f3386d4f8693dadded2b03b1a55dd47f871357c3d6c9184f52,6SGA_chain_EA,6SGA:EA,579,1,1,0,0,0,1
1435,a35998e71da0d6c89fdfda9314116b46459dac7c104c260e8b2198e5c5d6c4d8,6SGA_chain_F,6SGA:F,188,1,1,0,0,0,1
1436,ecca510913ca82fe601156342a5dc70e9ec52fa2f7bd919b8e0895961ef1d01f,6SGA_chain_G,6SGA:G,336,1,1,0,0,0,1
1437,fca8abbedb9c55f5c68bacee6efe4b0d02f7beb5d49098c22c6032aba4f8a633,6SGA_chain_GA,6SGA:GA,553,1,1,0,0,0,1
1438,b5cc080af2def100bf5416c698cb8d2128cc4dde8571ebd6f377e875e5ba4a2b,6SGA_chain_H,6SGA:H,320,1,1,0,0,0,1
1439,b983181838dba0c5882142c89419840f027ef1182a48bb1cb077f8d99983b85a,6SGA_chain_I,6SGA:I,602,1,1,0,0,0,1
1440,9eec819cd7013ee197c702a3609f7210bc4030a87a9c6ae084007cb58c58cb70,6SGA_chain_IA,6SGA:IA,370,1,1,0,0,0,1
1441,4566628e07cc3c005963fbd4aa76d8ee0edd8ea3eb3c71b8999e69750e9e0768,6SGA_chain_K,6SGA:K,440,1,1,0,0,0,1
1442,14cffd1b960f9f203cd3193c4adb2a04e371aa504135f725b0955c1db9af3f57,6SGA_chain_KA,6SGA:KA,334,1,1,0,0,0,1
1443,d70af7ccf6f6c9ef21704bd1b01e63dc19c64cf18ba143163f8377fdeaa4a40d,6SGA_chain_L,6SGA:L,257,1,1,0,0,0,1
1444,f3ef14841a2c2b9231d6abe8a69af258943e84766f944551053589a35d5526bf,6SGA_chain_M,6SGA:M,250,1,1,0,0,0,1
1445,c6d739a4b6a49d7292fdeae6d1381d5c481d804b7c9a544e5ea58215dffa6aa4,6SGA_chain_MA,6SGA:MA,307,1,1,0,0,0,1
1446,f0957979c84e064c0189c70ddd23383061217a22f82d4263b8f15cfa0d0e1b34,6SGA_chain_N,6SGA:N,187,1,1,0,0,0,1
1447,6f94b96ee138cae40a211c16b62540f5d25185ba5fb25721ef41e02377fd5b00,6SGA_chain_O,6SGA:O,812,1,1,0,0,0,1
1448,e01c9b063846a8b60d38a15db123d9a87e18d035a6c69f7c8abd6da924894060,6SGA_chain_Q,6SGA:Q,307,1,1,0,0,0,1
1449,45fd468a6d27d28494ae2ea453c201ba15727ed96f6b700964fae5fa1c5d736d,6SGA_chain_RA,6SGA:RA,263,1,1,0,0,0,1
1450,771a8624e6f31904663323a66ebe5a6d368540d8684b6327e4383f1d7bfaf315,6SGA_chain_S,6SGA:S,274,1,1,0,0,0,1
1451,e3e808cd10db2984730e7178d284b695691f84d2715d4227fe931f5d8ef215ae,6SGA_chain_T,6SGA:T,270,1,1,0,0,0,1
1452,0790291535da75c85559ace5eaa34632bc00ae9cc512a9f9da5d0f46018c6039,6SGA_chain_TA,6SGA:TA,188,1,1,0,0,0,1
1453,c9e061c6597ebd38c5b5d0e4d2f0cb56ce4bfe11174503d2fe335521a30e841e,6SGA_chain_U,6SGA:U,228,1,1,0,0,0,1
1454,7964c1fe8bdc43e4e1f9dec5c5ab69d78545572905e9f77d4b73e0e6eb168e20,6SGA_chain_W,6SGA:W,1024,1,1,0,0,0,1
1455,a1bab4891e431998929d6644a0be17ae86b87277bbd2c5d3508ccf3b23f1513d,6SGA_chain_X,6SGA:X,966,1,1,0,0,0,1
1456,9e908833c3b744d356b469d5605cce3b843a2f6a769c8155cf2f1edc05f2e908,6SGA_chain_YA,6SGA:YA,143,1,1,0,0,0,1
1457,96bdc7f4627c89c0a74a8dcd1697a8d2c045a067cd94e66520a04468b4649397,6SGA_chain_Z,6SGA:Z,676,1,1,0,0,0,1
1458,47bef1a44677999bf56dff97ec0db5c0d88b5c0b6791e861b08a78747e0eebb5,6SJ6_chain_I,6SJ6:I,144,1,1,0,0,0,1
1459,c8b1713b62e361c832e740caae81cd45cd48a019746ff927c67013b6c9ab97e0,6SJ6_chain_K,6SJ6:K,119,1,1,0,0,0,1
1460,abcc936545f0e9155a33db6c9eae0515b707b9825b2739a9ee0ee8d49ea7683d,6SJ6_chain_R,6SJ6:R,217,1,1,0,0,0,1
1461,2fd5ac7b2dbd46a249b23a2d4525527973d2dcdbc74d8958e74b2b7835da9eda,6SJ6_chain_S,6SJ6:S,94,1,1,0,0,0,1
1462,2b18af7b3232cf8c1c0c3b715da70796299c296ffb74385fe4edf49ca4f35097,6SJ6_chain_V,6SJ6:V,59,1,1,0,0,0,1
1463,f73333c4d23e5c800915024cb84e85efc52b0d3054460785d9992fb2b1e1c5e2,6SJD_chain_A,6SJD:A,178,1,1,0,0,0,1
1464,cb84229a5f4a6b170bccd907a7ee93054ac5b0f0d598db5576b06c9f562fda85,6SNJ_chain_A,6SNJ:A,131,1,1,0,0,0,1
1465,4eba0b83e6229643c4e630a42e15a99505c4ed89937bcd75af8622546fdb97e5,6SQN_chain_A,6SQN:A,97,1,1,0,0,0,1
1466,d0eaf617ef3c5804e186c7b39c4915b45946ee7a73eec7d9c404bd08294328a7,6SQQ_chain_A,6SQQ:A,98,1,1,0,0,0,1
1467,2b05aabae663bc07c465b96c7a46e54131f8b281d05a25ed43214641fb1ac78a,6STY_chain_A,6STY:A,237,1,1,0,0,0,1
1468,a21f12b12ed8b71fcb69897f9dde9e5ee813a4a45c4e9e311b31aca87f128a10,6SX2_chain_A,6SX2:A,77,1,1,0,0,0,1
1469,a121667885f36cc93d2e187276c42c9ec6f5e764a76be1d2ea9a8fa210717441,6T0S_chain_A,6T0S:A,738,1,1,0,0,0,1
1470,c60ad6658e2054565a4cd1647165ffa69a49af2f227f2937f16ea5733160c325,6T0W_chain_C,6T0W:C,799,1,1,0,0,0,1
1471,366ead555000a1b297d2c4c3ae2944eedcdf94cff2bc1ae2960af6a50bd3a882,6U8K_chain_H,6U8K:H,232,1,1,0,0,0,1
1472,9cb57910d132a313d6da74000157f1ab69283ed33cb9dd980b6a6383b98b737c,6U8K_chain_I,6U8K:I,215,1,1,0,0,0,1
1473,825bd456c96980dcdf19d8f69d52780020bffe127cfbbadff8644175529a3fae,6U9X_chain_A,6U9X:A,363,1,1,0,0,0,1
1474,e1d179ab4887ded5fb4edd0ce6f6ad17aa5c35ac84b9039b9556a1fbf39e7a9a,6URO_chain_C,6URO:C,250,1,1,0,0,0,1
1475,8562e12e8fa9b1bf357afe7d68799a46c1360898acdaf3180a78804b38b8d2d7,6V4X_chain_A,6V4X:A,146,1,1,0,0,0,1
1476,52c39ee46c3702dd23fd3b308b4f5989913c2ddfb355c8065737348e57e2b30a,6V4X_chain_E,6V4X:E,84,1,1,0,0,0,1
1477,e089cb73d9e3b5690445bcb061f4f0ff1f07d3347920309056397d180c6b00ee,6V4X_chain_G,6V4X:G,259,1,1,0,0,0,1
1478,3e8203d40ca7473fe311940f7852914a915c3f3bc38cd683ca5be2ad863d48dd,6V5B_chain_A,6V5B:A,1016,1,1,0,0,0,1
1479,65935b421010d1f6865b20d2e1da597d40063933890d9d0adda76c0659d230ef,6V5B_chain_B,6V5B:B,532,1,1,0,0,0,1
1480,984f48db6a7a18539d737e383e7c9d19bda1c61333ba85d78c8265c90d476da3,6V5C_chain_A,6V5C:A,1016,1,1,0,0,0,1
1481,6201dc5b693581344526c2f2f47a5785ab4fb34df17e3a56ef193d3430fd5961,6VPC_chain_B,6VPC:B,1361,1,1,0,0,0,1
1482,57fe8c5872517f70e155482661c4556dc9e69eef737b931c8abc0d2e5d2afe89,6VQV_chain_A,6VQV:A,68,1,1,0,0,0,1
1483,820beef1db34d9c852e43e33c17ba84797e469a470b30b24120d3c5e3d253ca0,6VQW_chain_I,6VQW:I,92,1,1,0,0,0,1
1484,6250c2244981e637e63f0faddad8d9b3f0ed6cc470c233539ecd6c3943ef012b,6VQX_chain_A,6VQX:A,100,1,1,0,0,0,1
1485,3fc70d5000b6bd3814ba7dddef81c4dd49c8d44a8c51cbfefa1bad1d65efa775,6VRB_chain_B,6VRB:B,1087,1,1,0,0,0,1
1486,2c7b2ed4c9e8f924a676d4ca40a33266b3e103855b68ae0f82df581d86f80edc,6VRB_chain_C,6VRB:C,229,1,1,0,0,0,1
1487,29fa1a00a6122bff3225022f0a2d9b9398f23f326c9f2dd11a0ed4d2490f20fc,6VRC_chain_A,6VRC:A,1126,1,1,0,0,0,1
1488,4501ef0818084be8a50229c7ff2ce8fb3835d5f33a5b054c8c45cf9e4b88aefb,6VRD_chain_A,6VRD:A,294,1,1,0,0,0,1
